FieldHostUID	ColEventUID	HostNumber	FieldIdent	FieldNotes	CreateDate	UpdateDate	CreatedBy	UpdatedBy	TripUID	HostF	HostG	HostSp	HostSSp	HostAuthor	HostDetBy	HerbID	history
1427	11066	H090	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	728	0	3511	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;divaricata;Thurb.;C Cupido;voucher-NYBG
1428	11066	H087	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	370	1844	2243	0	3224	NBG staff	voucher-NYBG	Restionaceae;Willdenowia;incurvata;(Thunb.) Linder (female);NBG staff;voucher-NYBG
1429	11066	H086	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1812	2011	0	3062	K Roux	voucher-NYBG	Thymelaeaceae;Struthiola;ciliata;(L.) Lam.;K Roux;voucher-NYBG
1430	11066	H084	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	919	2730	2960	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;spinescens;lepida;(E. Mey.) Dahlgren;C Cupido;voucher-NYBG
1431	11066	H085	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1842	916	0	0	C Cupido	voucher-NYBG	Fabaceae;Wiborgia;sp.;C Cupido;voucher-NYBG
1432	11066	H089	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	916	0	0	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;sp.;C Cupido;voucher-NYBG
1433	11067	H081	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1831	2348	0	3362	J Manning	voucher-NYBG	Asteraceae;Tripteris;microcarpa;Harv.;J Manning;voucher-NYBG
1434	11067	H080	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1595	688	0	3072	C Cupido	voucher-NYBG	Asteraceae;Didelta;carnosa;(L.f.) Ait.;C Cupido;voucher-NYBG
1435	11067	H082	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	584	916	0	0	C Cupido	voucher-NYBG	Amaranthaceae;Salsola;sp.;C Cupido;voucher-NYBG
1436	11067	H083	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	77	1638	1990	0	2964	NBG staff	voucher-NYBG	Aizoaceae;Galenia;cf. crystalline;(Eckl. & Zeyh.) Fenzl;NBG staff;voucher-NYBG
1437	11067	H014	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	77	1638	1870	0	1007	NBG staff	voucher-NYBG	Aizoaceae;Galenia;africana;L.;NBG staff;voucher-NYBG
1438	11068	H109	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	85	577	1279	0	1386	K Roux	voucher-NYBG	Anacardiaceae;Rhus;undulata;Jacq.;K Roux;voucher-NYBG
1439	11068	H112	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	1858	2695	3216	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;acuminata;acuminata;(Thunb.) Dahlgren;C Cupido;voucher-NYBG
1440	11068	H113	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	85	577	2241	0	3403	K Roux	voucher-NYBG	Anacardiaceae;Rhus;incisa;L.f.;K Roux;voucher-NYBG
1441	11068	H114	NULL	NULL	2006-01-09	2012-04-05	Hewson-Smith, Sheridan	Salas, Ruth	0	379	1598	889	0	3266	K. Roux	voucher-NYBG	Rutaceae;Diosma;ramosissima;Bartl. & Wendl.;K. Roux;voucher-NYBG
1442	11068	H116	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	47	1838	1975	0	3403	C Cupido	voucher-NYBG	Viscaceae;Viscum;capense;L.f.;C Cupido;voucher-NYBG
1443	11068	H117	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1657	2535	0	3409	J Manning	voucher-NYBG	Asteraceae;Helichrysum;scabrum;Less;J Manning;voucher-NYBG
1444	11068	H118	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1812	2011	0	3062	K Roux	voucher-NYBG	Thymelaeaceae;Struthiola;ciliata;(L.) Lam.;K Roux;voucher-NYBG
1445	11068	H115	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1753	916	0	0	K Roux	voucher-NYBG	Thymelaeaceae;Passerina;sp.;K Roux;voucher-NYBG
1446	11069	H091	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2488	0	3359	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;radens;H.E. Moore;K Roux;voucher-NYBG
1447	11069	H111	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	916	0	0	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;sp.;C Cupido;voucher-NYBG
1448	11069	H110	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1811	2446	0	3068	J Manning	voucher-NYBG	Asteraceae;Stoebe;plumosa;(L.) Thunb.;J Manning;voucher-NYBG
1449	11069	H103	NULL	NULL	2006-01-09	2012-04-05	Hewson-Smith, Sheridan	Salas, Ruth	0	379	1499	916	0	0	K. Roux	voucher-NYBG	Rutaceae;Agathosma;sp.;K. Roux;voucher-NYBG
1450	11069	H109	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	85	577	1279	0	1386	K Roux	voucher-NYBG	Anacardiaceae;Rhus;undulata;Jacq.;K Roux;voucher-NYBG
1451	11069	H108	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	370	1555	2678	0	3171	NBG staff	voucher-NYBG	Restionaceae;Cannomois;virgata;(Rottb.) Steud. (male);NBG staff;voucher-NYBG
1452	11069	H106	NULL	NULL	2006-01-09	2006-11-24	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1572	2011	0	1007	D. Snijman	voucher-NYBG	Asteraceae;Chrysocoma;ciliata;L.;D. Snijman;voucher-NYBG
1453	11069	H104	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	47	1838	1975	0	3403	NBG staff	voucher-NYBG	Viscaceae;Viscum;capense;L.f.;NBG staff;voucher-NYBG
1454	11069	H014	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	77	1638	1870	0	1007	NBG staff	voucher-NYBG	Aizoaceae;Galenia;africana;L.;NBG staff;voucher-NYBG
1455	11070	H093	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1523	2643	0	3061	J Manning	voucher-NYBG	Asteraceae;Athanasia;trifurcata;(L.) L.;J Manning;voucher-NYBG
1456	11070	H091	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2488	0	3359	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;radens;H.E. Moore;K Roux;voucher-NYBG
1457	11070	H103	NULL	NULL	2006-01-09	2012-04-05	Hewson-Smith, Sheridan	Salas, Ruth	0	379	1499	916	0	0	K. Roux	voucher-NYBG	Rutaceae;Agathosma;sp.;K. Roux;voucher-NYBG
1458	11070	H104	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	47	1838	1975	0	3403	C Cupido	voucher-NYBG	Viscaceae;Viscum;capense;L.f.;C Cupido;voucher-NYBG
1459	11070	H101	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	700	0	2929	J Manning	voucher-NYBG	Asteraceae;Pteronia;cinerea;(DC.);J Manning;voucher-NYBG
1460	11070	H097	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	18	1660	1262	0	3362	H. Kurzweil	voucher-NYBG	Sterculiaceae;Hermannia;rigida;Harv.;H. Kurzweil;voucher-NYBG
1461	11070	H098	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	113	1703	2095	0	3421	H. Kurzweil	voucher-NYBG	Boraginaceae;Lobostemum;dorotheae;M.H. Buys;H. Kurzweil;voucher-NYBG
1462	11070	H100	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1623	1872	0	1302	J Manning	voucher-NYBG	Asteraceae;Eriocephalus;africanus;(L.);J Manning;voucher-NYBG
1463	11070	H102	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1753	2647	0	3118	K Roux	voucher-NYBG	Thymelaeaceae;Passerina;truncata;(Meisn.) Bredenkamp & A.E. van Wyk;K Roux;voucher-NYBG
1464	11071	H091	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2488	0	3359	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;radens;H.E. Moore;K Roux;voucher-NYBG
1465	11071	H127	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	2274	0	3323	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;lanata;E. Mey.;C Cupido;voucher-NYBG
1466	11071	H126	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	916	0	0	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;sp.;C Cupido;voucher-NYBG
1467	11071	H125	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	264	585	1871	0	1007	C Cupido	voucher-NYBG	Lamiaceae;Salvia;africana-caerulea;L.;C Cupido;voucher-NYBG
1468	11071	H128	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	379	1499	1976	0	3312	K Roux	voucher-NYBG	Rutaceae;Agathosma;capensis;Dummer;K Roux;voucher-NYBG
1469	11072	H120	NULL	NULL	2006-01-09	2006-11-24	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1657	2535	0	3410	D. Snijman	voucher-NYBG	Asteraceae;Helichrysum;scabrum;Less.;D. Snijman;voucher-NYBG
1470	11072	H121	NULL	NULL	2006-01-09	2006-11-24	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	325	1743	2125	2696	3120	E G H Oliver	voucher-NYBG	Oleaceae;Olea;europaea;africana;(Mill.) P.S. Green;E G H Oliver;voucher-NYBG
1471	11072	H122	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1811	2446	0	3068	J Manning	voucher-NYBG	Asteraceae;Stoebe;plumosa;(L.) Thunb.;J Manning;voucher-NYBG
1472	11072	H123	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	377	1512	2576	0	3502	K Roux	voucher-NYBG	Rubiaceae;Anthospermum;spathulatum;Spreng.;K Roux;voucher-NYBG
1473	11072	H124	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	1517	2427	0	3100	NBG staff	voucher-NYBG	Fabaceae;Aspalathus;perfoliata;(Lam.) R. Dahlgren;NBG staff;voucher-NYBG
1474	11073	H130	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	2135	0	3403	J Manning	voucher-NYBG	Asteraceae;Pteronia;fasciculate;L.f.;J Manning;voucher-NYBG
1475	11073	H128	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1626	2623	0	3049	J Manning	voucher-NYBG	Asteraceae;Euryops;tenuissimus;(L.) DC.;J Manning;voucher-NYBG
1476	11073	H133	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	424	2309	2728	2979	C Cupido	voucher-NYBG	Amaranthaceae;Atriplex;lindleyi;inflata;(F. Muell.) P.G. Wilson;C Cupido;voucher-NYBG
1477	11073	H140	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	77	1638	1870	0	1007	NBG staff	voucher-NYBG	Aizoaceae;Galenia;africana;L.;NBG staff;voucher-NYBG
1478	11073	H131	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	3	1814	1963	0	3056	H. Kurzweil	voucher-NYBG	Scrophulariaceae;Sutera;caerulea;(L.) Hiern;H. Kurzweil;voucher-NYBG
1479	11073	H132	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	2408	0	3511	J Manning	voucher-NYBG	Asteraceae;Pteronia;paniculata;Thurb.;J Manning;voucher-NYBG
1480	11073	H134	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1748	2490	0	3300	J Manning	voucher-NYBG	Asteraceae;Othonna;ramulosa;DC.;J Manning;voucher-NYBG
1481	11073	H136	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1732	2252	0	3284	J Manning	voucher-NYBG	Asteraceae;Myrovermix (=Elytropappus);intricata;Cass.;J Manning;voucher-NYBG
1482	11073	H137	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1613	2500	0	3077	J Manning	voucher-NYBG	Asteraceae;Elytropappus;rhinocerotis;(L.f.) Less.;J Manning;voucher-NYBG
1483	11073	H139	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	781	0	2918	J Manning	voucher-NYBG	Asteraceae;Pteronia;incana;(Burm.) DC.;J Manning;voucher-NYBG
1484	11073	H135	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1572	2011	0	1007	D. Snijman	voucher-NYBG	Asteraceae;Chrysocoma;ciliata;L.;D. Snijman;voucher-NYBG
1485	11074	H143	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	1877	0	3529	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;alternans;Wendl.;K Roux;voucher-NYBG
1486	11074	H142	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	286	1510	1994	0	2911	H. Kurzweil	voucher-NYBG	Malvaceae;Anisodontea;cf. fruticosa;(Berg.);H. Kurzweil;voucher-NYBG
1487	11074	H141	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	77	1604	916	0	0	NBG staff	voucher-NYBG	Aizoaceae;Drosanthemum;sp.;NBG staff;voucher-NYBG
1488	11074	H139	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	781	0	2918	J Manning	voucher-NYBG	Asteraceae;Pteronia;incana;(Burm.) DC.;J Manning;voucher-NYBG
1489	11074	H130	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	2135	0	3403	J Manning	voucher-NYBG	Asteraceae;Pteronia;fasciculate;L.f.;J Manning;voucher-NYBG
1490	11074	H132	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	2408	0	3511	J Manning	voucher-NYBG	Asteraceae;Pteronia;paniculata;Thurb.;J Manning;voucher-NYBG
1491	11075	H146	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	916	0	0	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;sp.;C Cupido;voucher-NYBG
1492	11075	H144	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1629	744	0	3234	J Manning	voucher-NYBG	Asteraceae;Felicia;filifolia;(Vent.) Burtt Davy;J Manning;voucher-NYBG
1493	11075	H147	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1741	2175	0	3043	J Manning	voucher-NYBG	Asteraceae;Oedera;genistifolia;(L.) Anderb. & Bremer;J Manning;voucher-NYBG
1494	11075	H145	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	18	1660	1878	0	1007	H. Kurzweil	voucher-NYBG	Sterculiaceae;Hermannia;althaeifolia;L.;H. Kurzweil;voucher-NYBG
1495	11076	H149	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	920	2723	1007	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;spinosa;glauca;L.;C Cupido;voucher-NYBG
1496	11076	H132	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	2408	0	3511	J Manning	voucher-NYBG	Asteraceae;Pteronia;paniculata;Thurb.;J Manning;voucher-NYBG
1497	11076	H139	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	781	0	2918	J Manning	voucher-NYBG	Asteraceae;Pteronia;incana;(Burm.) DC.;J Manning;voucher-NYBG
1498	11076	H148	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	396	1996	0	3364	C Cupido	voucher-NYBG	Fabaceae;Acacia;cf. karroo;Hayne;C Cupido;voucher-NYBG
1499	11076	H151	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1657	2516	0	3139	J Manning	voucher-NYBG	Asteraceae;Helichrysum;rosum;(P.J.Bergius) Less.;J Manning;voucher-NYBG
1500	11076	H152	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1488	1729	821	0	3408	K Roux	voucher-NYBG	Polygalacea;Muraltia;macrocarpa;Lehm.;K Roux;voucher-NYBG
1501	11076	H150	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	9	528	916	0	0	C Cupido	voucher-NYBG	Solanaceae;Lycium;sp.;C Cupido;voucher-NYBG
1502	11077	H153	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1753	2170	0	3282	K Roux	voucher-NYBG	Thymelaeaceae;Passerina;galpinii;C.H. Wright;K Roux;voucher-NYBG
1503	11077	H157	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	3	1800	2094	0	3366	H. Kurzweil	voucher-NYBG	Scrophulariaceae;Selago;dolosa;Hilliard;H. Kurzweil;voucher-NYBG
2546	11186	H002	NULL	NULL	2006-01-23	2009-04-14	Hewson-Smith, Sheridan	Schwartz, Michael	0	98	1622	4133	0	4552	Field ID		Asteraceae;Ericameria;nauseosa;(Pall. ex Pursh) G.L. Nesom & Baird;Field ID;
1505	11077	H154	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	2219	2731	3317	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;hista;liola;E. Meg.;C Cupido;voucher-NYBG
2543	11185	H002	NULL	NULL	2006-01-20	2011-03-03	Hewson-Smith, Sheridan	Schwartz, Michael	0	98	1622	4133	0	4552	Field ID		Asteraceae;Ericameria;nauseosa;(Pall. ex Pursh) G.L. Nesom & Baird;Field ID;
1507	11077	H156	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1523	2643	0	3061	J Manning	voucher-NYBG	Asteraceae;Athanasia;trifurcata;(L.) L.;J Manning;voucher-NYBG
1508	11077	H158	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	63	1843	916	0	0	C Cupido	voucher-NYBG	Cupressaceae;Widdringtonia;sp.;C Cupido;voucher-NYBG
1509	11077	H160	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1570	2360	0	3067	J Manning	voucher-NYBG	Asteraceae;Chrysanthemoides;monilifera;(L.) T. Norl.;J Manning;voucher-NYBG
1510	11077	H161	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	144	1650	1961	0	3066	K Roux	voucher-NYBG	Celastraceae;Gymnosporia;buxifolia;(L.) Szyszyl.;K Roux;voucher-NYBG
1511	11077	H162	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	196	1599	757	0	3050	H. Kurzweil	voucher-NYBG	Ebenaceae;Diospyros;glabra;(L.) de Winter;H. Kurzweil;voucher-NYBG
1512	11077	H155	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2079	0	1386	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;denticulatum;Jacq.;K Roux;voucher-NYBG
1513	11077	H159	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	1512	1864	0	1007	K Roux	voucher-NYBG	Rosaceae;Anthospermum;aethiopicum;L.;K Roux;voucher-NYBG
1514	11078	H176	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	600	752	0	3053	C Cupido	voucher-NYBG	Amaranthaceae;Suaeda;fruticosa;(L.) Forssk.;C Cupido;voucher-NYBG
1515	11078	H177	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	449	2368	0	1007	C Cupido	voucher-NYBG	Amaranthaceae;Chenopodium;murale;L.;C Cupido;voucher-NYBG
1516	11079	H161	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	144	1650	1961	0	3066	K Roux	voucher-NYBG	Celastraceae;Gymnosporia;buxifolia;(L.) Szyszyl.;K Roux;voucher-NYBG
1517	11079	H180	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2190	0	1386	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;glutinosum;Jacq.;K Roux;voucher-NYBG
1518	11079	H179	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2535	0	2919	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;scabrum;(Burm.f.) L''Her.;K Roux;voucher-NYBG
1519	11080	H163	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	221	1754	2409	0	3063	K Roux	voucher-NYBG	Geraniaceae;Pelargonium;papilionaceum;(L.) L''Her.;K Roux;voucher-NYBG
1520	11080	H164	NULL	NULL	2006-01-09	2007-04-04	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	114	0	0	0	0	C Cupido	voucher-NYBG	Brassicaceae;C Cupido;voucher-NYBG
1521	11081	H167	NULL	NULL	2006-01-09	2007-04-03	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	264	585	1991	0	1007	C Cupido	voucher-NYBG	Lamiaceae;Salvia;cf. disermas L.;L.;C Cupido;voucher-NYBG
1522	11082	H165	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	3	1742	1870	0	3046	H. Kurzweil	voucher-NYBG	Scrophulariaceae;Oftia;africana;(L.) Bocq.;H. Kurzweil;voucher-NYBG
1523	11082	H159	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	1512	1864	0	1007	K Roux	voucher-NYBG	Rosaceae;Anthospermum;aethiopicum;L.;K Roux;voucher-NYBG
1524	11083	H171	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	47	1838	2030	0	3324	C Cupido	voucher-NYBG	Viscaceae;Viscum;continuum;E. Mey. ex  Sprague;C Cupido;voucher-NYBG
1525	11083	H170	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	83	424	2309	2728	2979	C Cupido	voucher-NYBG	Amaranthaceae;Atriplex;lindleyi;inflata;(F. Muell.) P.G. Wilson;C Cupido;voucher-NYBG
1526	11083	H148	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	396	1996	0	3364	NBG staff	voucher-NYBG	Fabaceae;Acacia;cf. karroo;Hayne;NBG staff;voucher-NYBG
1527	11083	H169	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	264	1528	1870	0	3044	C Cupido	voucher-NYBG	Lamiaceae;Ballota;africana;(L.) Benth;C Cupido;voucher-NYBG
1528	11083	H168	NULL	NULL	2006-01-09	2006-11-24	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1745	2434	0	3076	D. Snijman	voucher-NYBG	Asteraceae;Oncosiphon;piliferum;(L.f.) Kallersjo;D. Snijman;voucher-NYBG
1529	11083	H172	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	149	584	916	0	0	C Cupido	voucher-NYBG	Chenopodiaceae;Salsola;sp.;C Cupido;voucher-NYBG
1530	11083	H173	NULL	NULL	2006-01-09	2007-03-16	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	149	424	2671	0	3215	C Cupido	voucher-NYBG	Chenopodiaceae;Atriplex;vestita;(Thunb.) Aellen;C Cupido;voucher-NYBG
1531	11084	H183	NULL	NULL	2006-01-09	2006-11-24	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	211	1517	2214	0	3323	C Cupido	voucher-NYBG	Fabaceae;Aspalathus;hirta;E. Mey.;C Cupido;voucher-NYBG
1532	11084	H187	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1488	1729	821	0	3327	K Roux	voucher-NYBG	Polygalacea;Muraltia;macrocarpa;Eckl. & Zeyh.;K Roux;voucher-NYBG
1533	11084	H186	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1782	781	0	2918	J Manning	voucher-NYBG	Asteraceae;Pteronia;incana;(Burm.) DC.;J Manning;voucher-NYBG
1534	11084	H185	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	377	1512	2576	0	3502	K Roux	voucher-NYBG	Rubiaceae;Anthospermum;spathulatum;Spreng.;K Roux;voucher-NYBG
1535	11085	H148	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	396	1996	0	3364	NBG staff	voucher-NYBG	Fabaceae;Acacia;cf. karroo;Hayne;NBG staff;voucher-NYBG
1536	11085	H182	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	69	1725	2507	0	3453	J Manning	voucher-NYBG	Acanthaceae;Monechma;robustum;P. Bond;J Manning;voucher-NYBG
1537	11088	H193	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	370	1822	2015	0	3412	NBG staff	voucher-NYBG	Restionaceae;Thamnochortus;cinereus;Linder (male);NBG staff;voucher-NYBG
1538	11088	H188	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	370	1673	2172	0	3038	NBG staff	voucher-NYBG	Restionaceae;Ischyrolepis;gaudichaudiana;(Kunth) H.P. Linder (female);NBG staff;voucher-NYBG
